id,title,abstract,authors,keywords,organization_affiliated
0712ae559b674a498f0a2745b647fe22,"Combinatorial metabolic engineering of Pseudomonas putida KT2440 for efficient mineralization of 1,2,3trichloropropane","An industrial waste, 1,2,3trichloropropane (TCP), is toxic and extremely recalcitrant to biodegradation. To date, no natural TCP degraders able to mineralize TCP aerobically have been isolated. In this work, we engineered a biosafety Pseudomonas putida strain KT2440 for aerobic mineralization of TCP by implantation of a synthetic biodegradation pathway into the chromosome and further improved TCP mineralization using combinatorial engineering strategies. Initially, a synthetic pathway composed of haloalkane dehalogenase, haloalcohol dehalogenase and epoxide hydrolase was functionally assembled for the conversion of TCP into glycerol in P. putida KT2440. Then, the growth lagphase of using glycerol as a growth precursor was eliminated by deleting the glpR gene, significantly enhancing the flux of carbon through the pathway. Subsequently, we improved the oxygen sequestering capacity of this strain through the heterologous expression of Vitreoscilla hemoglobin, which makes this strain able to mineralize TCP under oxygenlimited conditions. Lastly, we further improved intracellular energy charge (ATPADP ratio) and reducing power (NADPHNADP ratio) by deleting flagellarelated genes in the genome of P. putida KT2440. The resulting strain (named KTUTGVF) could efficiently utilize TCP as the sole source of carbon for growth. Degradation studies in a bioreactor highlight the value of this engineered strain for TCP bioremediation.",Ting Gong; Xiaoqing Xu; You Che; Ruihua Liu; Weixia Gao; Fengjie Zhao; Huilei Yu; Jingnan Liang; Ping Xu; Cunjiang Song; Chao Yang,Applied microbiology; Environmental biotechnology,"Key Laboratory of Molecular Microbiology and Technology for Ministry of Education, Nankai University, Tianjin, China; Key Laboratory of Molecular Microbiology and Technology for Ministry of Education, Nankai University, Tianjin, China; Key Laboratory of Molecular Microbiology and Technology for Ministry of Education, Nankai University, Tianjin, China; State Key Laboratory of Medicinal Chemical Biology, Nankai University, Tianjin, China; Key Laboratory of Molecular Microbiology and Technology for Ministry of Education, Nankai University, Tianjin, China; Key Laboratory of Molecular Microbiology and Technology for Ministry of Education, Nankai University, Tianjin, China; State Key Laboratory of Bioreactor Engineering, East China University of Science and Technology, Shanghai, China; Core Facility of Equipment, Institute of Microbiology, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Microbial Metabolism, and School of Life Sciences  Biotechnology, Shanghai Jiao Tong University, Shanghai, China; Key Laboratory of Molecular Microbiology and Technology for Ministry of Education, Nankai University, Tianjin, China; Key Laboratory of Molecular Microbiology and Technology for Ministry of Education, Nankai University, Tianjin, China"
6798e1d1dfe140c7a3fab1352f318c4d,Cellfree synthesis of functional human epidermal growth factor receptor: Investigation of ligandindependent dimerization in Sf 21 microsomal membranes using noncanonical amino acids,"Cellfree protein synthesis systems represent versatile tools for the synthesis and modification of human membrane proteins. In particular, eukaryotic cellfree systems provide a promising platform for their structural and functional characterization. Here, we present the cellfree synthesis of functional human epidermal growth factor receptor and its vIII deletion mutant in a microsomecontaining system derived from cultured Sf21 cells. We provide evidence for embedment of cellfree synthesized receptors into microsomal membranes and asparaginelinked glycosylation. Using the cricket paralysis virus internal ribosome entry site and a repetitive synthesis approach enrichment of receptors inside the microsomal fractions was facilitated thereby providing analytical amounts of functional protein. Receptor tyrosine kinase activation was demonstrated by monitoring receptor phosphorylation. Furthermore, an orthogonal cellfree translation system that provides the sitedirected incorporation of pazidoLphenylalanine is characterized and applied to investigate receptor dimerization in the absence of a ligand by photoaffinity crosslinking. Finally, incorporated azides are used to generate stable covalently linked receptor dimers by strainpromoted cycloaddition using a novel linker system.",Robert B. Quast; Biljana Ballion; Marlitt Stech; Andrei Sonnabend; Balazs R. Varga; Doreen A. Wustenhagen; Peter Kele; Stefan M. Schiller; Stefan Kubick,Chemical modification; Membrane proteins,"Fraunhofer Institute for Cell Therapy and Immunology (IZI), Branch Bioanalytics and Bioprocesses (IZIBB), Potsdam, Germany;  Institute for Macromolecular Chemistry, University of Freiburg, StefanMeierStr. 31, D79104 Freiburg, Germany , 
                  ;  Freiburg Institute for Advanced Studies (FRIAS), School of Soft Matter Research, University of Freiburg, Albertstr. 19, D79104 Freiburg, Germany , 
                  ; Center for Biosystems Analysis (ZBSA), University of Freiburg, Freiburg, Germany; Fraunhofer Institute for Cell Therapy and Immunology (IZI), Branch Bioanalytics and Bioprocesses (IZIBB), Potsdam, Germany; Fraunhofer Institute for Cell Therapy and Immunology (IZI), Branch Bioanalytics and Bioprocesses (IZIBB), Potsdam, Germany; Chemical Biology Research Group, Hungarian Academy of Sciences, CNS, IOC, Budapest; Fraunhofer Institute for Cell Therapy and Immunology (IZI), Branch Bioanalytics and Bioprocesses (IZIBB), Potsdam, Germany; Chemical Biology Research Group, Hungarian Academy of Sciences, CNS, IOC, Budapest;  Institute for Macromolecular Chemistry, University of Freiburg, StefanMeierStr. 31, D79104 Freiburg, Germany , 
                  ;  Freiburg Institute for Advanced Studies (FRIAS), School of Soft Matter Research, University of Freiburg, Albertstr. 19, D79104 Freiburg, Germany , 
                  ; Center for Biosystems Analysis (ZBSA), University of Freiburg, Freiburg, Germany; Fraunhofer Institute for Cell Therapy and Immunology (IZI), Branch Bioanalytics and Bioprocesses (IZIBB), Potsdam, Germany"
d86088c3e03f4c55bdea7db813d82474,Proteotoxicity in cardiac amyloidosis: amyloidogenic light chains affect the levels of intracellular proteins in human heart cells,"AL amyloidosis is characterized by widespread deposition of immunoglobulin light chains (LCs) as amyloid fibrils. Cardiac involvement is frequent and leads to lifethreatening cardiomyopathy. Besides the tissue alteration caused by fibrils, clinical and experimental evidence indicates that cardiac damage is also caused by proteotoxicity of prefibrillar amyloidogenic species. As in other amyloidoses, the damage mechanisms at cellular level are complex and largely undefined. We have characterized the molecular changes in primary human cardiac fibroblasts (hCFs) exposed in vitro to soluble amyloidogenic cardiotoxic LCs from AL cardiomyopathy patients. To evaluate proteome alterations caused by a representative cardiotropic LC, we combined gelbased with labelfree shotgun analysis and performed bioinformatics and data validation studies. To assess the generalizability of our results we explored the effects of multiple LCs on hCF viability and on levels of a subset of cellular proteins. Our results indicate that exposure of hCFs to cardiotropic LCs translates into proteome remodeling, associated with apoptosis activation and oxidative stress. The proteome alterations affect proteins involved in cytoskeletal organization, protein synthesis and quality control, mitochondrial activity and metabolism, signal transduction and molecular trafficking. These results support and expand the concept that soluble amyloidogenic cardiotropic LCs exert toxic effects on cardiac cells.",Esther Imperlini; Massimiliano Gnecchi; Paola Rognoni; Eduard Sabido; Maria Chiara Ciuffreda; Giovanni Palladini; Guadalupe Espadas; Francesco Mattia Mancuso; Margherita Bozzola; Giuseppe Malpasso; Veronica Valentini; Giuseppina Palladini; Stefania Orru; Giovanni Ferraro; Paolo Milani; Stefano Perlini; Francesco Salvatore; Giampaolo Merlini; Francesca Lavatelli,Molecular medicine; Proteomic analysis,"IRCCS SDN, Naples, Italy; CEINGEBiotecnologie Avanzate, Naples, Italy; Coronary Care Unit and Laboratory of Experimental Cardiology for Cell and Molecular Therapy, Fondazione IRCCS Policlinico San Matteo, Pavia, Italy; Department of Molecular Medicine, Unit of Cardiology, University of Pavia, Pavia, Italy; Department of Medicine, University of Cape Town, Cape Town, South Africa; Amyloidosis Research and Treatment Center, Department of Molecular Medicine, Fondazione IRCCS Policlinico San Matteo and University of Pavia, Pavia, Italy; Centre for Genomic Regulation (CRG), The Barcelona Institute for Science and Technology, Barcelona, Spain; Universitat Pompeu Fabra (UPF), Barcelona, Spain; Coronary Care Unit and Laboratory of Experimental Cardiology for Cell and Molecular Therapy, Fondazione IRCCS Policlinico San Matteo, Pavia, Italy; Amyloidosis Research and Treatment Center, Department of Molecular Medicine, Fondazione IRCCS Policlinico San Matteo and University of Pavia, Pavia, Italy; Centre for Genomic Regulation (CRG), The Barcelona Institute for Science and Technology, Barcelona, Spain; Universitat Pompeu Fabra (UPF), Barcelona, Spain; Centre for Genomic Regulation (CRG), The Barcelona Institute for Science and Technology, Barcelona, Spain; Universitat Pompeu Fabra (UPF), Barcelona, Spain; Amyloidosis Research and Treatment Center, Department of Molecular Medicine, Fondazione IRCCS Policlinico San Matteo and University of Pavia, Pavia, Italy; Coronary Care Unit and Laboratory of Experimental Cardiology for Cell and Molecular Therapy, Fondazione IRCCS Policlinico San Matteo, Pavia, Italy; Amyloidosis Research and Treatment Center, Department of Molecular Medicine, Fondazione IRCCS Policlinico San Matteo and University of Pavia, Pavia, Italy; Department of Internal Medicine, Fondazione IRCCS Policlinico San Matteo and University of Pavia, Pavia, Italy; IRCCS SDN, Naples, Italy; CEINGEBiotecnologie Avanzate, Naples, Italy; Department of Movement Sciences, ""Parthenope"" University, Naples, Italy; Amyloidosis Research and Treatment Center, Department of Molecular Medicine, Fondazione IRCCS Policlinico San Matteo and University of Pavia, Pavia, Italy; Amyloidosis Research and Treatment Center, Department of Molecular Medicine, Fondazione IRCCS Policlinico San Matteo and University of Pavia, Pavia, Italy; Department of Internal Medicine, Fondazione IRCCS Policlinico San Matteo and University of Pavia, Pavia, Italy; CEINGEBiotecnologie Avanzate, Naples, Italy; Department of Molecular Medicine and Medical Biotechnologies, University of Naples ""Federico II"", Pavia, Italy; Amyloidosis Research and Treatment Center, Department of Molecular Medicine, Fondazione IRCCS Policlinico San Matteo and University of Pavia, Pavia, Italy; Amyloidosis Research and Treatment Center, Department of Molecular Medicine, Fondazione IRCCS Policlinico San Matteo and University of Pavia, Pavia, Italy"
8cbcbaceee6c4ff08e718202dc2b0eec,"GCrich coding sequences reduce transposonlike, small RNAmediated transgene silencing","The molecular basis of transgene susceptibility to silencing is poorly characterized in plants; thus, we evaluated several transgene design parameters as means to reduce heritable transgene silencing. Analyses of Arabidopsis plants with transgenes encoding a microalgal polyunsaturated fatty acid (PUFA) synthase revealed that small RNA (sRNA)mediated silencing, combined with the use of repetitive regulatory elements, led to aggressive transposonlike silencing of canolabiased PUFA synthase transgenes. Diversifying regulatory sequences and using native microalgal coding sequences (CDSs) with higher GC content improved transgene expression and resulted in a remarkable transgenerational stability via reduced accumulation of sRNAs and DNA methylation. Further experiments in maize with transgenes individually expressing three crystal (Cry) proteins from Bacillus thuringiensis (Bt) tested the impact of CDS recoding using different codon bias tables. Transgenes with higher GC content exhibited increased transcript and protein accumulation. These results demonstrate that the sequence composition of transgene CDSs can directly impact silencing, providing design strategies for increasing transgene expression levels and reducing risks of heritable loss of transgene expression. The molecular basis underlying transgene susceptibility to silencing remains elusive. Now, using multiple examples, a study shows that higher GC content of coding sequences can reduce susceptibility of transgenes to heritable silencing.",Lyudmila V. Sidorenko; Tzuufen Lee; Aaron Woosley; William A. Moskal; Scott A. Bevan; P. Ann Owens Merlo; Terence A. Walsh; Xiujuan Wang; Staci Weaver; Todd P. Glancy; PoHao Wang; Xiaozeng Yang; Shreedharan Sriram; Blake C. Meyers,Molecular engineering in plants; Transgenic plants,"Dow AgroSciences LLC., Indianapolis, USA; Delaware Biotechnology Institute, Department of Plant and Soil Sciences, University of Delaware, Newark, USA; Dupont Pioneer, Johnston, USA; Dow AgroSciences LLC., Indianapolis, USA; Dow AgroSciences LLC., Indianapolis, USA; Dow AgroSciences LLC., Indianapolis, USA; Dow AgroSciences LLC., Indianapolis, USA; Dow AgroSciences LLC., Indianapolis, USA; Dow AgroSciences LLC., Indianapolis, USA; Dow AgroSciences LLC., Indianapolis, USA; Dow AgroSciences LLC., Indianapolis, USA; Dow AgroSciences LLC., Indianapolis, USA; Dow AgroSciences LLC., Indianapolis, USA; Beijing AgroBiotechnology Research Center, Beijing Academy of Agriculture and Forestry Sciences, Beijing, China; Dow AgroSciences LLC., Indianapolis, USA; Delaware Biotechnology Institute, Department of Plant and Soil Sciences, University of Delaware, Newark, USA; Donald Danforth Plant Science Center, St. Louis, USA"
df8430d8f4f145c994c40e58a8429b69,An Intrinsic Role of Beta Oscillations in Memory for Time Estimation,"The neural mechanisms underlying time perception are of vital importance to a comprehensive understanding of behavior and cognition. Recent work has suggested a supramodal role for beta oscillations in measuring temporal intervals. However, the precise function of beta oscillations and whether their manipulation alters timing has yet to be determined. To accomplish this, we first reanalyzed two, separate EEG datasets and demonstrate that beta oscillations are associated with the retention and comparison of a memory standard for duration. We next conducted a study of 20 human participants using transcranial alternating current stimulation (tACS), over frontocentral cortex, at alpha and beta frequencies, during a visual temporal bisection task, finding that beta stimulation exclusively shifts the perception of time such that stimuli are reported as longer in duration. Finally, we decomposed trialwise choice data with a drift diffusion model of timing, revealing that the shift in timing is caused by a change in the starting point of accumulation, rather than the drift rate or threshold. Our results provide evidence for the intrinsic involvement of beta oscillations in the perception of time, and point to a specific role for beta oscillations in the encoding and retention of memory for temporal intervals.",Martin Wiener; Alomi Parikh; Arielle Krakow; H. Branch Coslett,Human behaviour; Perception,"George Mason University, Fairfax, USA; University of Pennsylvania, Philadelphia, USA; Johns Hopkins University, Baltimore, USA; University of Pennsylvania, Philadelphia, USA"
27ab2b12e499441cb334950a7787a842,The fluid membrane determines mechanics of erythrocyte extracellular vesicles and is softened in hereditary spherocytosis,"Extracellular vesicles (EVs) are widely studied regarding their role in celltocell communication and disease, as well as for applications as biomarkers or drug delivery vehicles. EVs contain membrane and intraluminal proteins, affecting their structure and thereby likely their functioning. Here, we use atomic force microscopy for mechanical characterization of erythrocyte, or red blood cell (RBC), EVs from healthy individuals and from patients with hereditary spherocytosis (HS) due to ankyrin deficiency. While these EVs are packed with proteins, their response to indentation resembles that of fluid liposomes lacking proteins. The bending modulus of RBC EVs of healthy donors is ~15 kbT, similar to the RBC membrane. Surprisingly, whereas RBCs become more rigid in HS, patient EVs have a significantly (~40%) lower bending modulus than donor EVs. These results shed light on the mechanism and effects of EV budding and might explain the reported increase in vesiculation of RBCs in HS patients. Red blood cell disorders are often accompanied by increased release of extracellular vesicles (EVs), but their structural and mechanical properties are not fully understood. Here, the authors show that red blood cell EVs show liposomelike mechanical features and are softened in blood disorder patients.",Daan Vorselen; Susan M. van Dommelen; Raya Sorkin; Melissa C. Piontek; Jurgen Schiller; Sander T. Dopp; Sander A. A. Kooijmans; Brigitte A. van Oirschot; Birgitta A. Versluijs; Marc B. Bierings; Richard van Wijk; Raymond M. Schiffelers; Gijs J. L. Wuite; Wouter H. Roos,Atomic force microscopy; Haematological diseases; Membrane biophysics,"Department of Physics and Astronomy and LaserLab, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands; Department of Oral Health Sciences, Academic Centre for Dentistry Amsterdam (ACTA), Research Institute MOVE, University of Amsterdam and Vrije Universiteit Amsterdam, Amsterdam, The Netherlands; Department of Clinical Chemistry and Haematology, Division Laboratories, Pharmacy and Biomedical Genetics, University Medical Center Utrecht, Utrecht University, Utrecht, The Netherlands; Department of Physics and Astronomy and LaserLab, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands; Moleculaire Biofysica, Zernike Instituut, Rijksuniversiteit Groningen, Groningen, The Netherlands; Institute of Medical Physics and Biophysics, University of Leipzig, Medical Faculty, Leipzig, Germany; Department of Physics and Astronomy and LaserLab, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands; Department of Clinical Chemistry and Haematology, Division Laboratories, Pharmacy and Biomedical Genetics, University Medical Center Utrecht, Utrecht University, Utrecht, The Netherlands; Department of Clinical Chemistry and Haematology, Division Laboratories, Pharmacy and Biomedical Genetics, University Medical Center Utrecht, Utrecht University, Utrecht, The Netherlands; Department for Stem Cell Transplantation, Princess Maxima Center for Pediatric Oncology  Wilhelmina's Children Hospital, University Medical Center Utrecht, Utrecht, The Netherlands; Department for Stem Cell Transplantation, Princess Maxima Center for Pediatric Oncology  Wilhelmina's Children Hospital, University Medical Center Utrecht, Utrecht, The Netherlands; Department of Clinical Chemistry and Haematology, Division Laboratories, Pharmacy and Biomedical Genetics, University Medical Center Utrecht, Utrecht University, Utrecht, The Netherlands; Department of Clinical Chemistry and Haematology, Division Laboratories, Pharmacy and Biomedical Genetics, University Medical Center Utrecht, Utrecht University, Utrecht, The Netherlands; Department of Physics and Astronomy and LaserLab, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands; Department of Physics and Astronomy and LaserLab, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands; Moleculaire Biofysica, Zernike Instituut, Rijksuniversiteit Groningen, Groningen, The Netherlands"
c80cbfba65ae4839ac0cec38cfdaaa51,Loss of KLHL6 promotes diffuse large Bcell lymphoma growth and survival by stabilizing the mRNA decay factor roquin2,"Kelchlike protein 6 (KLHL6) is an uncharacterized gene mutated in diffuse large Bcell lymphoma (DLBCL). Here we report that KLHL6 assembles with cullin3 to form a functional cullinRING ubiquitin ligase. Mutations in KLHL6 inhibit its ligase activity by disrupting the interaction with cullin3. Loss of KLHL6 favours DLBCL growth and survival both in vitro and in xenograft models. We further established that the mRNA decay factor roquin2 is a substrate of KLHL6. Degradation of roquin2 is dependent on Bcell receptor activation, and requires the integrity of the Tyr691 residue in roquin2 that is essential for its interaction with KLHL6. A nondegradable roquin2(Y691F) mutant requires its RNAbinding ability to phenocopy the effect of KLHL6 loss. Stabilization of roquin2 promotes mRNA decay of the tumour suppressor and NFB pathway inhibitor, tumour necrosis factorinducible gene 3. Collectively, our findings uncover the tumour suppressing mechanism of KLHL6. Choi et al. find that KLHL6, which is mutated in diffuse large Bcell lymphoma, is part of a ubiquitin ligase complex that targets the mRNA decay factor roquin2 for degradation and that loss of KLHL6 enhances cell survival through loss of TNFAIP3.",Jaewoo Choi; Kyutae Lee; Kristin Ingvarsdottir; Roberto Bonasio; Anita Saraf; Laurence Florens; Michael P. Washburn; Saber Tadros; Michael R. Green; Luca Busino,Cancer; RNA decay; Ubiquitin ligases,"Department of Cancer Biology, University of Pennsylvania, Philadelphia, USA; Abramson Family Cancer Research Institute, Perelman School of Medicine,  University of Pennsylvania, Philadelphia, USA; Department of Cancer Biology, University of Pennsylvania, Philadelphia, USA; Abramson Family Cancer Research Institute, Perelman School of Medicine,  University of Pennsylvania, Philadelphia, USA; Epigenetics Institute, Department of Cell and Developmental Biology, University of Pennsylvania, Philadelphia, USA; Epigenetics Institute, Department of Cell and Developmental Biology, University of Pennsylvania, Philadelphia, USA; The Stowers Institute of Medical Research, Kansas City, USA; The Stowers Institute of Medical Research, Kansas City, USA; The Stowers Institute of Medical Research, Kansas City, USA; Department of Pathology and Laboratory Medicine, The University of Kansas Medical Center, Kansas City, USA; Department of Lymphoma and Myeloma, University of Texas MD Anderson Cancer Center, Houston, USA; Department of Lymphoma and Myeloma, University of Texas MD Anderson Cancer Center, Houston, USA; Department of Genomic Medicine, University of Texas MD Anderson Cancer Center, Houston, USA; Department of Cancer Biology, University of Pennsylvania, Philadelphia, USA; Abramson Family Cancer Research Institute, Perelman School of Medicine,  University of Pennsylvania, Philadelphia, USA"
e783c0b200424f32a89ff9d3298c8252,Synergistic Antibacterial Effects of Metallic Nanoparticle Combinations,"Metallic nanoparticles have unique antimicrobial properties that make them suitable for use within medical and pharmaceutical devices to prevent the spread of infection in healthcare. The use of nanoparticles in healthcare is on the increase with silver being used in many devices. However, not all metallic nanoparticles can target and kill all diseasecausing bacteria. To overcome this, a combination of several different metallic nanoparticles were used in this study to compare effects of multiple metallic nanoparticles when in combination than when used singly, as single elemental nanoparticles (SENPs), against two common hospital acquired pathogens (Staphylococcus aureus and Pseudomonas. aeruginosa). Flow cytometry LIVEDEAD assay was used to determine rates of cell death within a bacterial population when exposed to the nanoparticles. Results were analysed using linear models to compare effectiveness of three different metallic nanoparticles, tungsten carbide (WC), silver (Ag) and copper (Cu), in combination and separately. Results show that when the nanoparticles are placed in combination (NPCs), antimicrobial effects significantly increase than when compared with SENPs (P  0.01). This study demonstrates that certain metallic nanoparticles can be used in combination to improve the antimicrobial efficiency in destroying morphologically distinct pathogens within the healthcare and pharmaceutical industry.",C. Bankier; R. K. Matharu; Y. K. Cheong; G. G. Ren; E. CloutmanGreen; L. Ciric,Antibiotics; Nanoparticles,"Department of Civil, Environmental and Geomatic Engineering, University College London, London, UK; Department of Civil, Environmental and Geomatic Engineering, University College London, London, UK; Department of Mechanical Engineering, University College London, London, UK; School of Engineering and Technology, University of Hertfordshire, Hatfield, UK; School of Engineering and Technology, University of Hertfordshire, Hatfield, UK; Department of Civil, Environmental and Geomatic Engineering, University College London, London, UK; Department of Microbiology, Virology, and Infection Prevention Control, Great Ormond Street Hospital NHS Foundation Trust, London, UK; Department of Civil, Environmental and Geomatic Engineering, University College London, London, UK"
23d482ab2460417ea66d64b0e2cafdef,Estrogenrelated receptor gamma functions as a tumor suppressor in gastric cancer,"The principle factors underlying gastric cancer (GC) development and outcomes are not well characterized resulting in a paucity of validated therapeutic targets. To identify potential molecular targets, we analyze gene expression data from GC patients and identify the nuclear receptor ESRRG as a candidate tumor suppressor. ESRRG expression is decreased in GC and is a predictor of a poor clinical outcome. Importantly, ESRRG suppresses GC cell growth and tumorigenesis. Gene expression profiling suggests that ESRRG antagonizes Wnt signaling via the suppression of TCF4LEF1 binding to the CCND1 promoter. Indeed, ESRRG levels are found to be inversely correlated with Wnt signalingassociated genes in GC patients. Strikingly, the ESRRG agonist DY131 suppresses cancer growth and represses the expression of Wnt signaling genes. Our present findings thus demonstrate that ESRRG functions as a negative regulator of the Wnt signaling pathway in GC and is a potential therapeutic target for this cancer. Very little is known regarding the molecular mechanisms involved in gastric cancer development. Here the authors show estrogenrelated receptor gamma (ESRRG) is a tumor suppressor in gastric cancer and suggest the mechanism of this tumor suppression function involves the inhibition of Wnt signaling.",MyoungHee Kang; Hyunji Choi; Masanobu Oshima; JaeHo Cheong; Seokho Kim; Jung Hoon Lee; Young Soo Park; HuengSik Choi; MiNa Kweon; ChanGi Pack; JuSeog Lee; Gordon B. Mills; SeungJae Myung; YunYong Park,Gastric cancer; Transcription; Transcriptional regulatory elements,"ASAN Institute for Life Sciences, ASAN Medical Center, University of Ulsan College of Medicine, Seoul, Republic of Korea; Department of Convergence Medicine, University of Ulsan College of Medicine, Seoul, Republic of Korea; Department of Systems Biology, MD Anderson Cancer Center, Houston, USA; Department of Biological Sciences, DongA University, Busan, Republic of Korea; Division of Genetics, Cancer Research Institute, Kanazawa University, Kanazawa, Japan; Department of Surgery, Yonsei University College of Medicine, Seoul, Republic of Korea; Aging Research Institute, Korea Research Institute of Bioscience and Biotechnology, Daejeon, Republic of Korea; Department of Gastroenterology, University of Ulsan College of Medicine, Seoul, Republic of Korea; Department of Pathology, University of Ulsan College of Medicine, Seoul, Republic of Korea; National Creative Research Initiatives Center for Nuclear Receptor Signals and Hormone Research Center, School of Biological Sciences and Technology, Chonnam National University, Gwangju, Republic of Korea; Department of Convergence Medicine, University of Ulsan College of Medicine, Seoul, Republic of Korea; ASAN Institute for Life Sciences, ASAN Medical Center, University of Ulsan College of Medicine, Seoul, Republic of Korea; Department of Convergence Medicine, University of Ulsan College of Medicine, Seoul, Republic of Korea; Department of Systems Biology, MD Anderson Cancer Center, Houston, USA; Department of Systems Biology, MD Anderson Cancer Center, Houston, USA; ASAN Institute for Life Sciences, ASAN Medical Center, University of Ulsan College of Medicine, Seoul, Republic of Korea; Department of Convergence Medicine, University of Ulsan College of Medicine, Seoul, Republic of Korea; Department of Gastroenterology, University of Ulsan College of Medicine, Seoul, Republic of Korea; ASAN Institute for Life Sciences, ASAN Medical Center, University of Ulsan College of Medicine, Seoul, Republic of Korea; Department of Convergence Medicine, University of Ulsan College of Medicine, Seoul, Republic of Korea"
452e0b5c4f784499ab8fd2d83db66d58,USP7 deubiquitinates and stabilizes NOTCH1 in Tcell acute lymphoblastic leukemia,"Tcell acute lymphoblastic leukemia (TALL) is a highly aggressive leukemia that is primarily caused by aberrant activation of the NOTCH1 signaling pathway. Recent studies have revealed that posttranslational modifications, such as ubiquitination, regulate NOTCH1 stability, activity, and localization. However, the specific deubiquitinase that affects NOTCH1 protein stability remains unestablished. Here, we report that ubiquitinspecific protease 7 (USP7) can stabilize NOTCH1. USP7 deubiquitinated NOTCH1 in vivo and in vitro, whereas knockdown of USP7 increased the ubiquitination of NOTCH1. USP7 interacted with NOTCH1 protein in TALL cells, and the MATH and UBL domains of USP7 were responsible for this interaction. Depletion of USP7 significantly suppressed the proliferation of TALL cells in vitro and in vivo, accompanied by downregulation of the NOTCH1 protein level. Similarly, pharmacologic inhibition of USP7 led to apoptosis of TALL cells. More importantly, we found that USP7 was significantly upregulated in human TALL cell lines and patient samples, and a USP7 inhibitor exhibited cell cytotoxicity toward primary TALL cells, indicating the clinical relevance of these findings. Overall, our results demonstrate that USP7 is a novel deubiquitinase that stabilizes NOTCH1. Therefore, USP7 may be a promising therapeutic target in the currently incurable TALL. Inhibiting the protein ubiquitinspecific protease 7 (USP7) may offer a treatment option for patients with Tcell acute lymphoblastic leukemia (TALL), an incurable and aggressive cancer. TALL is primarily caused by aberrant activation of the protein NOTCH1, which regulates gene expression relating to cell survival, proliferation, and metastasis. YingLi Wu, from China's Shanghai Jiao Tong University School of Medicine, and a team of researchers report that, in their experiments, USP7 prevented the breakdown of NOTCH1 by removing the protein tag that would normally signal it for degradation. In addition, USP7 expression was upregulated in all human TALL cells and samples tested. Inhibition of USP7 suppressed the proliferation of TALL cells in vitro and in vivo. These results reveal the role of USP7 in the pathophysiology of TALL and offer USP7 as a promising potential therapeutic target.",Huizhuang Shan; Xiangyun Li; Xinhua Xiao; Yuting Dai; Jinyan Huang; Junjun Song; Meng Liu; Li Yang; Hu Lei; Yin Tong; Li Zhou; Hanzhang Xu; Yingli Wu,Haematological cancer,"Hongqiao International Institute of Medicine, Shanghai Tongren HospitalFaculty of Basic Medicine, Chemical Biology Division of Shanghai Universities EInstitutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Hongqiao International Institute of Medicine, Shanghai Tongren HospitalFaculty of Basic Medicine, Chemical Biology Division of Shanghai Universities EInstitutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Department of Hematology, RuiJin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Department of Hematology, RuiJin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Department of Hematology, RuiJin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Shanghai University of Medicine  Health Sciences, Shanghai, China; Hongqiao International Institute of Medicine, Shanghai Tongren HospitalFaculty of Basic Medicine, Chemical Biology Division of Shanghai Universities EInstitutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Hongqiao International Institute of Medicine, Shanghai Tongren HospitalFaculty of Basic Medicine, Chemical Biology Division of Shanghai Universities EInstitutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Hongqiao International Institute of Medicine, Shanghai Tongren HospitalFaculty of Basic Medicine, Chemical Biology Division of Shanghai Universities EInstitutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Department of Hematology, Shanghai First People's Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Department of Hematology, RuiJin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Hongqiao International Institute of Medicine, Shanghai Tongren HospitalFaculty of Basic Medicine, Chemical Biology Division of Shanghai Universities EInstitutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Hongqiao International Institute of Medicine, Shanghai Tongren HospitalFaculty of Basic Medicine, Chemical Biology Division of Shanghai Universities EInstitutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, China"
